start,end,street_name,time
42909290,42909288,CooperAvenue,22.34112
42808170,42898273,HoytAvenueSouth,12.733307098880589
42810985,42810988,CatalpaAvenue,8.504683265306126
42810985,42810983,CatalpaAvenue,7.123097142857143
42909288,42909290,CooperAvenue,17.554118639240492
42909288,42909281,CooperAvenue,13.039061249999996
42859341,42884775,45thAvenue,17.933222187499997
42515936,42520280,BedfordAvenue,7.514124381107492
42810468,42826957,VernonBoulevard,8.930252663476876
42810983,42810985,CatalpaAvenue,7.9177346153846155
42810983,42810979,CatalpaAvenue,8.0249075
103874290,103869956,GrandStreet,19.209158593749994
42810979,42810983,CatalpaAvenue,6.869337258064518
42809927,42843573,StarrStreet,35.40130525000001
103874285,103869952,GardenStreet,16.81238361538461
42909281,42909288,CooperAvenue,10.545867217125387
42908947,42919624,74thStreet,11.46005059055118
103874283,103869949,WashingtonStreet,15.858693835616435
1061531815,42428746,Broadway,10.93112509639993
1061531815,42428737,Broadway,14.396294424805275
42859327,42884890,SutterAvenue,10.08525
103874281,103869947,CourtStreet,18.358352413793106
42810972,42810967,CatalpaAvenue,28.13695195652173
103874278,103869945,RiverStreet,28.87895071428572
103870452,2814557135,JohnF.KennedyBoulevardEast,13.059435
42910380,42874983,50thAvenue,16.110335
42747473,2816689600,WhitePlainsRoad,6.160041999999999
42516618,42498667,MeseroleAvenue,7.86279235263158
103874051,103876898,61stStreet,10.879885
42862489,42786660,JusticeAvenue,3.0790858536585373
1061531730,42431106,West99thStreet,30.715370655544074
42810967,42810964,CatalpaAvenue,20.694343488372095
1061531731,42431067,West91stStreet,32.90346593622491
1061531807,42428711,Broadway,15.340294811605125
42908847,42922387,20thStreet,29.748430612244906
42810964,42810959,CatalpaAvenue,27.865948050847464
42810477,42826048,21stStreet,14.955985578231289
42810477,42826042,21stStreet,12.829021099033813
42860659,42843251,108thStreet,9.66596105263158
103874371,103866805,GregoryAvenue,9.339800666666667
42908517,42932492,NorthernBoulevard,9.179698267359127
42909266,42909259,CooperAvenue,12.504416363636365
103874296,103869050,3rdStreet,9.99693340425532
76464410,530475338,US1;US9,8.30712
42516047,42516051,GreenStreet,39.44792608791211
42810959,42810957,CatalpaAvenue,20.577806240601497
42860653,42843244,102ndStreet,14.526176451612908
42810957,42810955,CatalpaAvenue,10.976027974683543
42466500,42479032,DouglassStreet,20.825644999999994
42466500,42479028,DouglassStreet,26.738776105263163
42909259,42909266,CooperAvenue,9.622975135135137
42516043,42516047,GreenStreet,19.206614695652174
103874261,103869927,JerseyAvenue,14.665931095890407
103870434,2814557135,JohnF.KennedyBoulevardEast,5.6265366666666665
103874259,103869925,ManilaAvenue,13.501250591397845
42909426,42903944,CooperAvenue,6.307526170212767
1061531790,42428709,Broadway,14.702601449432127
1061531790,42428701,Broadway,14.206001087467802
42908503,42932488,36thAvenue,14.99468666666665
103873845,103882645,JerseyAvenue,7.272336160714282
103874255,103869921,MarinBoulevard,13.429504350649346
42858180,42919602,60thAvenue,11.716221111111109
598227919,42502712,ClintonStreet,11.059235958607706
42762675,42734430,BarnesAvenue,6.645001428571428
42761499,42770733,HoneAvenue,23.55605
42810904,42812026,19thStreet,16.555083500000002
42810904,42812019,19thStreet,11.264094524590172
42909241,42909236,10thStreet,12.533504954819279
42810964,42809988,WoodwardAvenue,13.423551000000002
42466290,42484806,AtlanticAvenue,32.4406696343042
42859341,42883122,45thAvenue,11.29434476987448
42909236,42909231,10thStreet,18.910477061068708
2054405684,2054405680,SunkenMeadowLoop,8.240216
2054405684,2054405674,SunkenMeadowLoop,3.1766591666666666
1061531695,42431015,West77thStreet,30.844798177564325
42466503,42478118,SackettStreet,31.27242261682241
2025209413,2025209406,GrandConcourse,14.814585555555556
2025209414,2025209356,EastBurnsideAvenue,7.147933625000002
1061531768,42428689,Broadway,12.855537206108256
1061531768,42428682,Broadway,13.916902165414902
2054405680,2054405684,SunkenMeadowLoop,1.59687
42516014,42516016,HerkimerStreet,10.821364545454548
2054405680,2054405637,SunkenMeadowLoop,58.81606000000001
103873841,103882010,NewarkAvenue,25.310224999999992
42464864,42528730,PublicSchool321,19.598856682692315
42861179,42825865,35thAvenue,33.98925893229166
598227894,42502709,LuquerStreet,17.54503691871455
2025209406,2025209370,GrandConcourse,17.245031066666662
2054405674,2054405684,SunkenMeadowLoop,12.9201
2025209406,2025209356,DevanneySquare,18.939915
2025209404,2025209406,GrandConcourse,18.45364
42516007,42516014,HerkimerStreet,10.490353333333333
2054405674,2054405601,SunkenMeadowLoop,49.5961375
42763131,42719445,East134thStreet,7.517272739130437
42466853,42466856,ApolloStreet,20.054878333333328
1061531757,42428640,Broadway,18.223830525076963
1061531757,42428634,Broadway,22.392323997415467
42861554,42813927,68thAvenue,42.353173999999996
42516618,42496878,MoultrieStreet,14.296318556962031
42860069,42859920,48thStreet,26.957887588343574
42850707,106064636,RikersIslandBridge,150.93295
482639370,482640649,DitmarsBoulevard,16.057589785123962
482639370,482640620,DitmarsBoulevard,23.418517056856192
42810910,42810907,22ndRoad,17.638644545454547
42516154,42511148,StewartAvenue,10.630842219512196
42466432,42479649,SaintJamesPlace,27.00295978339348
103131998,103285693,SouthBridgePlaza,6.693925999999999
42516533,42499361,MyrtleAvenue,16.11984047222223
42437918,1061531575,West105thStreet,27.29845366132723
42516152,42511148,StewartAvenue,11.416094444444445
42465899,42496127,32ndStreet,52.0925
42466214,42486357,UnionStreet,39.488365587668575
42810907,42810910,22ndRoad,24.817728157894734
42810907,42810904,22ndRoad,23.34672135593221
2025209390,2025209398,EastBurnsideAvenue,20.823866000000006
42810470,42824405,12thStreet,14.268329580381472
42516610,42496862,EckfordStreet,16.33119433236875
42810904,42810907,22ndRoad,16.482144134615382
276299309,276299310,QueensBoulevard,7.032864727272727
103137193,103124442,RiverRoad,4.926012173913044
2025209386,2025209366,EastBurnsideAvenue,15.26142125
42516607,42496858,ManhattanAvenue,19.40981478632481
42761493,42769615,PauldingAvenue,19.3553
42909201,42909195,10thStreet,20.28300632275132
476025024,598031729,Brooklyn-QueensExpressway,10.72823598901099
476025020,598031844,Brooklyn-QueensExpressway,5.210877408207345
42516000,42515447,HerkimerStreet,12.07538
42858943,42894248,CoronaAvenue,14.678903629032266
598633362,42515167,SutterAvenue,10.433685
1061531731,42428701,Broadway,13.482149827063449
1061531730,42428725,Broadway,11.443087618349393
1061531730,42428720,Broadway,14.480399336766226
1061531731,42428689,Broadway,15.096848519752506
103874261,103867961,3rdStreet,20.527525
42516279,42506695,MarcusGarveyBoulevard,15.568562679127725
2025209373,2025209413,GrandConcourse,7.074551818181818
42517542,42467443,BergenStreet,8.527860624999999
42885379,2875326391,69thStreet,5.77914897242084
42908911,42917835,SteinwayStreet,13.853817543859645
2054405637,2054405680,SunkenMeadowLoop,11.3979
42911204,42846731,PenelopeAvenue,8.395643442265799
2054405637,2054405608,SunkenMeadowLoop,34.21366666666667
